Run,Execution Time (ms)
1,104.22253608703613
2,106.30440711975098
3,102.07533836364746
4,67.00515747070312
5,160.5398654937744
6,80.34300804138184
7,121.75512313842773
8,98.86360168457031
9,114.67385292053223
10,123.47030639648438
Average,107.92531967163086
