Number of Violations in Report,Triple Count,Node Shapes with Violations,Total Node Shapes,Focus Nodes in Validation Report,Paths with Violations,Total Paths in Shapes Graph,Distinct Constraints in Shapes Graph,Distribution of Violations per Constraint
27392,245216,27,30,1388,30,255,4,"{1,0,1,1,1}"
