Run,Execution Time (ms)
1,432.7263832092285
2,659.8784923553467
3,509.152889251709
4,877.885103225708
5,686.7506504058838
6,629.9340724945068
7,584.3026638031006
8,658.0009460449219
9,666.9402122497559
10,652.531623840332
Average,635.8103036880493
