Run,Execution Time (ms)
1,52.756547927856445
2,48.714399337768555
3,52.63519287109375
4,57.45387077331543
5,66.20955467224121
6,57.277679443359375
7,70.37520408630371
8,119.3087100982666
9,63.69662284851074
10,61.73229217529297
Average,65.01600742340088
