Run,Execution Time (ms)
1,43.02263259887695
2,16.535282135009766
3,14.00136947631836
4,21.6982364654541
5,34.229278564453125
6,42.16504096984863
7,21.570682525634766
8,17.43936538696289
9,15.029668807983398
10,16.761064529418945
Average,24.245262145996094
