Run,Execution Time (ms)
1,409.4064235687256
2,429.4283390045166
3,448.12750816345215
4,572.446346282959
5,561.7985725402832
6,573.8437175750732
7,515.5007839202881
8,656.4509868621826
9,602.7486324310303
10,653.3858776092529
Average,542.3137187957764
