Number of Violations in Report,Triple Count,Node Shapes with Violations,Total Node Shapes,Focus Nodes in Validation Report,Paths with Violations,Total Paths in Shapes Graph,Distinct Constraints in Shapes Graph,Distribution of Violations per Constraint
1266357,20649133,12,15,425310,8,17,3,"{1,0,1,1}"
