Run,Execution Time (ms)
1,1059.129238128662
2,849.6973514556885
3,819.4780349731445
4,861.4976406097412
5,875.3519058227539
6,757.1890354156494
7,850.8098125457764
8,800.0528812408447
9,806.6651821136475
10,861.663818359375
Average,854.1534900665283
