Run,Execution Time (ms)
1,30.56025505065918
2,37.48488426208496
3,28.1980037689209
4,30.451536178588867
5,25.162696838378906
6,28.064250946044922
7,29.22368049621582
8,29.710769653320312
9,38.56849670410156
10,37.227630615234375
Average,31.46522045135498
