Number of Violations in Report,Triple Count,Node Shapes with Violations,Total Node Shapes,Focus Nodes in Validation Report,Paths with Violations,Total Paths in Shapes Graph,Distinct Constraints in Shapes Graph,Distribution of Violations per Constraint
3703,54025,2,3,2228,4,10,2,"{0,1,1}"
