Run,Execution Time (ms)
1,108.4599494934082
2,77.70347595214844
3,82.7019214630127
4,123.39138984680176
5,115.67282676696777
6,107.54704475402832
7,124.22585487365723
8,122.46060371398926
9,120.58711051940918
10,146.81267738342285
Average,112.95628547668457
