Run,Execution Time (ms)
1,21.66128158569336
2,13.596773147583008
3,23.7581729888916
4,20.2939510345459
5,24.096965789794922
6,23.000001907348633
7,21.768569946289062
8,22.658824920654297
9,30.587196350097656
10,26.227474212646484
Average,22.764921188354492
