Run,Execution Time (ms)
1,807.7967166900635
2,932.011604309082
3,781.2473773956299
4,871.0179328918457
5,750.7150173187256
6,680.7394027709961
7,700.7277011871338
8,661.3209247589111
9,641.3135528564453
10,734.6956729888916
Average,756.1585903167725
