Run,Execution Time (ms)
1,166.37301445007324
2,137.04299926757812
3,155.40266036987305
4,153.55300903320312
5,148.7274169921875
6,138.9310359954834
7,160.7973575592041
8,139.22691345214844
9,175.98652839660645
10,166.97978973388672
Average,154.3020725250244
