Number of Violations in Report,Triple Count,Node Shapes with Violations,Total Node Shapes,Focus Nodes in Validation Report,Paths with Violations,Total Paths in Shapes Graph,Distinct Constraints in Shapes Graph,Distribution of Violations per Constraint
191343,3161942,4,7,69815,7,16,3,"{1,0,1,1}"
