Run,Execution Time (ms)
1,23.21648597717285
2,12.868642807006836
3,12.334346771240234
4,13.163328170776367
5,20.014524459838867
6,21.091699600219727
7,16.92652702331543
8,20.642518997192383
9,15.357494354248047
10,16.362667083740234
Average,17.197823524475098
