Run,Execution Time (ms)
1,210.50763130187988
2,152.4641513824463
3,152.11868286132812
4,182.06262588500977
5,174.53908920288086
6,217.82946586608887
7,188.7824535369873
8,182.42239952087402
9,256.1349868774414
10,200.65975189208984
Average,191.75212383270264
