Run,Execution Time (ms)
1,16790.920972824097
2,16016.283512115479
3,16081.941843032837
4,16774.006843566895
5,22831.97569847107
6,18207.571268081665
7,16253.561019897461
8,16978.179693222046
9,18819.80037689209
10,16198.744058609009
Average,17495.298528671265
