Run,Execution Time (ms)
1,2893.3465480804443
2,3740.5028343200684
3,4269.411563873291
4,3625.113010406494
5,3367.4960136413574
6,3028.676986694336
7,3137.47239112854
8,3229.9656867980957
9,3557.386636734009
10,3389.930248260498
Average,3423.9301919937134
