Number of Violations in Report,Triple Count,Node Shapes with Violations,Total Node Shapes,Focus Nodes in Validation Report,Paths with Violations,Total Paths in Shapes Graph,Distinct Constraints in Shapes Graph,Distribution of Violations per Constraint
"6310","50567",9,12,"1298",20,40,8,"{0,1,0,2,0,3,1,1}"
