Run,Execution Time (ms)
1,40681.90240859985
2,30516.951322555542
3,29607.386350631714
4,27945.282697677612
5,27314.40830230713
6,28587.18466758728
7,34890.78187942505
8,34962.19992637634
9,29869.34542655945
10,39418.93291473389
Average,32379.437589645386
