Run,Execution Time (ms)
1,822.7884769439697
2,830.9249877929688
3,1154.5188426971436
4,922.6837158203125
5,1474.0121364593506
6,927.1492958068848
7,958.3232402801514
8,980.0722599029541
9,937.3152256011963
10,977.4162769317627
Average,998.5204458236694
