Run,Execution Time (ms)
1,582.1249485015869
2,517.8682804107666
3,545.0172424316406
4,600.3448963165283
5,569.7293281555176
6,608.2448959350586
7,590.7926559448242
8,622.183084487915
9,612.3025417327881
10,572.1251964569092
Average,582.0733070373535
