Run,Execution Time (ms)
1,473.86765480041504
2,630.7375431060791
3,608.5460186004639
4,605.8716773986816
5,668.4880256652832
6,630.7046413421631
7,640.9869194030762
8,683.5932731628418
9,621.3781833648682
10,606.7855358123779
Average,617.095947265625
