Run,Execution Time (ms)
1,4486.644268035889
2,4355.803489685059
3,4416.789770126343
4,5032.715797424316
5,5859.921932220459
6,4762.246370315552
7,4534.040689468384
8,4363.889694213867
9,4209.662914276123
10,5668.876886367798
Average,4769.059181213379
