Run,Execution Time (ms)
1,554.492712020874
2,681.0133457183838
3,598.2024669647217
4,591.9628143310547
5,679.0647506713867
6,779.3853282928467
7,909.3625545501709
8,774.5261192321777
9,699.495792388916
10,703.9706707000732
Average,697.1476554870605
