Run,Execution Time (ms)
1,35.016775131225586
2,46.150922775268555
3,60.27340888977051
4,69.08917427062988
5,53.229570388793945
6,49.2706298828125
7,48.9954948425293
8,46.39911651611328
9,42.38486289978027
10,40.98939895629883
Average,49.179935455322266
