Run,Execution Time (ms)
1,2562.934398651123
2,2621.6583251953125
3,2603.5735607147217
4,2815.4337406158447
5,3092.3867225646973
6,2900.6218910217285
7,2838.78231048584
8,2739.034652709961
9,2834.5494270324707
10,2694.791555404663
Average,2770.3766584396362
